SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAYS,MEAN_DAYS,NB_INVOICES
2952_GE,2020-06-02,2020-06-30,2290.0,"327,14",28,81.78571428571429,35
2952_GE,2020-07-01,2020-07-31,2140.0,"307,49",30,71.33333333333333,35
2952_GE,2020-08-01,2020-08-31,2115.0,"304,22",30,70.5,35
2952_GE,2020-09-01,2020-09-30,2211.0,"316,79",29,76.24137931034483,35
2952_GE,2020-10-01,2020-10-31,2016.0,"291,25",30,67.2,35
2952_GE,2020-11-01,2020-11-30,2471.0,"350,81",29,85.20689655172414,35
2953_GE,2018-01-01,2018-12-31,8796.0,"1 350,35",364,24.164835164835164,23
2953_GE,2019-01-01,2019-02-28,1446.0,"240,37",58,24.93103448275862,23
2953_GE,2019-03-01,2019-03-31,760.0,"125,86",30,25.333333333333332,23
2953_GE,2019-04-01,2019-04-30,748.0,"106,02",29,25.79310344827586,23
2953_GE,2019-05-01,2019-05-31,779.0,"110,17",30,25.966666666666665,23
2953_GE,2019-06-01,2019-06-30,835.0,"117,65",29,28.79310344827586,23
2953_GE,2019-07-01,2019-07-31,836.0,"117,78",30,27.866666666666667,23
2953_GE,2019-08-01,2019-08-31,863.0,"121,39",30,28.766666666666666,23
2953_GE,2019-09-01,2019-09-30,796.0,"112,44",29,27.448275862068964,23
2953_GE,2019-10-01,2019-10-31,814.0,"114,84",30,27.133333333333333,23
2953_GE,2019-11-01,2019-11-30,790.0,"111,64",29,27.24137931034483,23
2953_GE,2019-12-01,2019-12-31,825.0,"116,31",30,27.5,23
2953_GE,2020-01-01,2020-01-31,858.0,"120,47",30,28.6,23
2953_GE,2020-02-01,2020-02-29,841.0,"118,22",28,30.035714285714285,23
2953_GE,2020-03-01,2020-03-31,714.0,"101,40",30,23.8,23
2953_GE,2020-04-01,2020-04-30,608.0,"87,35",29,20.96551724137931,23
2953_GE,2020-05-01,2020-05-31,822.0,"115,70",30,27.4,23
2953_GE,2020-06-01,2020-06-30,945.0,"132,00",29,32.58620689655172,23
2953_GE,2020-07-01,2020-07-31,989.0,"137,83",30,32.96666666666667,23
2953_GE,2020-08-01,2020-08-31,988.0,"137,69",30,32.93333333333333,23
2953_GE,2020-09-01,2020-09-30,950.0,"132,66",29,32.758620689655174,23
2953_GE,2020-10-01,2020-10-31,975.0,"135,97",30,32.5,23
2953_GE,2020-11-01,2020-11-30,935.0,"130,67",29,32.241379310344826,23
2957_GE,2018-01-01,2018-12-31,17190.0,"2 142,36",364,47.22527472527472,2
2957_GE,2019-01-01,2019-12-31,17185.0,"2 052,55",364,47.21153846153846,2
2959_GE,2018-01-01,2018-03-31,560.0,"89,60",89,6.292134831460674,2
2959_GE,2019-01-01,2019-03-31,447.0,"71,52",89,5.022471910112359,2
2960_GE,2018-01-01,2018-12-31,6828.0,"888,51",364,18.75824175824176,2
2960_GE,2019-01-01,2019-12-31,20200.0,"1 970,25",364,55.494505494505496,2
2961_GE,2018-01-01,2018-06-11,6637.0,"833,71",161,41.22360248447205,3
2961_GE,2018-06-12,2018-12-31,10116.0,"1 235,27",202,50.07920792079208,3
2961_GE,2019-01-01,2019-12-31,21483.0,"2 518,39",364,59.01923076923077,3
2964_GE,2018-01-01,2018-01-31,3034.0,"374,55",30,101.13333333333334,35
2964_GE,2018-02-01,2018-02-28,2583.0,"320,21",27,95.66666666666667,35
2964_GE,2018-03-01,2018-03-31,2877.0,"355,63",30,95.9,35
2964_GE,2018-04-01,2018-04-30,2935.0,"362,62",29,101.20689655172414,35
2964_GE,2018-05-01,2018-05-31,3075.0,"379,49",30,102.5,35
2964_GE,2018-06-01,2018-06-30,3031.0,"393,36",29,104.51724137931035,35
2964_GE,2018-07-01,2018-07-31,3122.0,"385,37",30,104.06666666666666,35
2964_GE,2018-08-01,2018-08-31,3161.0,"390,07",30,105.36666666666666,35
2964_GE,2018-09-01,2018-09-30,2947.0,"366,59",29,101.62068965517241,35
2964_GE,2018-10-01,2018-10-31,2993.0,"372,17",30,99.76666666666667,35
2964_GE,2018-11-01,2018-11-30,2837.0,"353,24",29,97.82758620689656,35
2964_GE,2018-12-01,2018-12-31,2790.0,"347,54",30,93.0,35
2964_GE,2019-01-01,2019-01-31,2750.0,"376,56",30,91.66666666666667,35
2964_GE,2019-02-01,2019-02-28,2531.0,"347,30",27,93.74074074074075,35
2964_GE,2019-03-01,2019-03-31,3363.0,"458,47",30,112.1,35
2964_GE,2019-04-01,2019-04-30,4151.0,"563,76",29,143.13793103448276,35
2964_GE,2019-05-01,2019-05-31,4169.0,"566,16",30,138.96666666666667,35
2964_GE,2019-06-01,2019-06-30,3972.0,"549,29",29,136.9655172413793,35
2964_GE,2019-07-01,2019-07-31,3021.0,"412,77",30,100.7,35
2964_GE,2019-08-01,2019-08-31,3068.0,"419,05",30,102.26666666666667,35
2964_GE,2019-09-01,2019-09-30,2838.0,"388,32",29,97.86206896551724,35
2964_GE,2019-10-01,2019-10-31,2945.0,"402,62",30,98.16666666666667,35
2964_GE,2019-11-01,2019-11-30,2754.0,"377,10",29,94.96551724137932,35
2964_GE,2019-12-01,2019-12-31,2790.0,"381,91",30,93.0,35
2964_GE,2020-01-01,2020-01-31,2780.0,"378,49",30,92.66666666666667,35
2964_GE,2020-02-01,2020-02-29,2613.0,"356,36",28,93.32142857142857,35
2964_GE,2020-03-01,2020-03-31,2783.0,"378,89",30,92.76666666666667,35
2964_GE,2020-04-01,2020-04-30,2730.0,"371,86",29,94.13793103448276,35
2964_GE,2020-05-01,2020-05-31,2843.0,"386,83",30,94.76666666666667,35
2964_GE,2020-06-01,2020-06-30,2865.0,"389,75",29,98.79310344827586,35
2964_GE,2020-07-01,2020-07-31,3055.0,"414,92",30,101.83333333333333,35
2964_GE,2020-08-01,2020-08-31,3103.0,"421,28",30,103.43333333333334,35
2964_GE,2020-09-01,2020-09-30,2876.0,"391,21",29,99.17241379310344,35
2964_GE,2020-10-01,2020-10-31,2833.0,"385,51",30,94.43333333333334,35
2964_GE,2020-11-01,2020-11-30,2533.0,"345,77",29,87.34482758620689,35
2966_GE,2018-01-01,2018-01-31,2504.0,"329,44",30,83.46666666666667,33
2966_GE,2018-02-01,2018-02-28,1819.0,"240,32",27,67.37037037037037,33
2966_GE,2018-03-01,2018-03-31,2471.0,"324,81",30,82.36666666666666,33
2966_GE,2018-04-01,2018-04-30,2031.0,"267,28",29,70.03448275862068,33
2966_GE,2018-05-01,2018-05-31,2237.0,"293,93",30,74.56666666666666,33
2966_GE,2018-06-01,2018-06-30,2149.0,"283,77",29,74.10344827586206,33
2966_GE,2018-07-01,2018-07-31,2464.0,"325,95",30,82.13333333333334,33
2966_GE,2018-08-01,2018-08-31,2354.0,"310,91",30,78.46666666666667,33
2966_GE,2018-09-01,2018-09-30,2323.0,"308,83",29,80.10344827586206,33
2966_GE,2018-10-01,2018-10-31,2202.0,"291,64",30,73.4,33
2966_GE,2018-11-01,2018-11-30,2180.0,"289,50",29,75.17241379310344,33
2966_GE,2018-12-01,2018-12-31,2371.0,"314,95",30,79.03333333333333,33
2966_GE,2019-01-01,2019-01-31,2072.0,"323,27",30,69.06666666666666,33
2966_GE,2019-02-01,2019-02-28,2043.0,"317,48",27,75.66666666666667,33
2966_GE,2019-03-01,2019-03-31,2316.0,"362,03",30,77.2,33
2966_GE,2019-04-01,2019-04-30,2381.0,"372,53",29,82.10344827586206,33
2966_GE,2019-05-01,2019-05-31,2049.0,"320,59",30,68.3,33
2966_GE,2019-06-01,2019-06-30,2552.0,"398,49",29,88.0,33
2966_GE,2019-07-01,2019-07-31,2133.0,"333,21",30,71.1,33
2966_GE,2019-08-01,2019-08-31,2563.0,"396,62",30,85.43333333333334,33
2966_GE,2019-09-01,2019-09-30,2187.0,"339,31",29,75.41379310344827,33
2966_GE,2019-10-01,2019-10-31,2963.0,"463,32",30,98.76666666666667,33
2966_GE,2019-11-01,2019-11-30,1933.0,"303,33",29,66.65517241379311,33
2966_GE,2019-12-01,2019-12-31,2316.0,"365,33",30,77.2,33
2966_GE,2020-01-01,2020-01-31,2906.0,"410,46",30,96.86666666666666,33
2966_GE,2020-02-01,2020-03-31,4200.0,"596,80",59,71.1864406779661,33
2966_GE,2020-04-01,2020-04-30,2550.0,"390,25",29,87.93103448275862,33
2966_GE,2020-05-01,2020-06-30,4984.0,"760,26",60,83.06666666666666,33
2966_GE,2020-07-01,2020-07-31,2646.0,"375,02",30,88.2,33
2966_GE,2020-08-01,2020-08-31,2335.0,"331,57",30,77.83333333333333,33
2966_GE,2020-09-01,2020-09-30,2049.0,"291,20",29,70.65517241379311,33
2966_GE,2020-10-01,2020-10-31,2024.0,"294,27",30,67.46666666666667,33
2966_GE,2020-11-01,2020-11-30,1821.0,"310,72",29,62.793103448275865,33
2968_GE,2018-01-01,2018-01-31,2416.0,"314,53",30,80.53333333333333,35
2968_GE,2018-02-01,2018-02-28,2180.0,"284,81",27,80.74074074074075,35
2968_GE,2018-03-01,2018-03-31,2407.0,"314,15",30,80.23333333333333,35
2968_GE,2018-04-01,2018-04-30,2285.0,"296,93",29,78.79310344827586,35
2968_GE,2018-05-01,2018-05-31,2390.0,"310,58",30,79.66666666666667,35
2968_GE,2018-06-01,2018-06-30,2317.0,"301,65",29,79.89655172413794,35
2968_GE,2018-07-01,2018-07-31,2342.0,"305,48",30,78.06666666666666,35
2968_GE,2018-08-01,2018-08-31,2400.0,"312,39",30,80.0,35
2968_GE,2018-09-01,2018-09-30,2424.0,"316,79",29,83.58620689655173,35
2968_GE,2018-10-01,2018-10-31,2611.0,"340,43",30,87.03333333333333,35
2968_GE,2018-11-01,2018-11-30,2528.0,"330,37",29,87.17241379310344,35
2968_GE,2018-12-01,2018-12-31,2614.0,"420,12",30,87.13333333333334,35
2968_GE,2019-01-01,2019-01-31,2629.0,"327,99",30,87.63333333333334,35
2968_GE,2019-02-01,2019-02-28,2390.0,"299,10",27,88.51851851851852,35
2968_GE,2019-03-01,2019-03-31,2625.0,"327,42",30,87.5,35
2968_GE,2019-04-01,2019-04-30,2645.0,"329,25",29,91.20689655172414,35
2968_GE,2019-05-01,2019-05-31,2815.0,"349,56",30,93.83333333333333,35
2968_GE,2019-06-01,2019-06-30,2839.0,"353,30",29,97.89655172413794,35
2968_GE,2019-07-01,2019-07-31,2909.0,"360,95",30,96.96666666666667,35
2968_GE,2019-08-01,2019-08-31,2920.0,"362,79",30,97.33333333333333,35
2968_GE,2019-09-01,2019-09-30,2762.0,"343,45",29,95.24137931034483,35
2968_GE,2019-10-01,2019-10-31,2862.0,"355,63",30,95.4,35
2968_GE,2019-11-01,2019-11-30,2793.0,"347,71",29,96.3103448275862,35
2968_GE,2019-12-01,2019-12-31,2847.0,"354,10",30,94.9,35
2968_GE,2020-01-01,2020-01-31,2849.0,"420,63",30,94.96666666666667,35
2968_GE,2020-02-01,2020-02-29,2638.0,"391,63",28,94.21428571428571,35
2968_GE,2020-03-01,2020-03-31,2746.0,"409,18",30,91.53333333333333,35
2968_GE,2020-04-01,2020-04-30,2658.0,"395,29",29,91.65517241379311,35
2968_GE,2020-05-01,2020-05-31,2752.0,"408,88",30,91.73333333333333,35
2968_GE,2020-06-01,2020-06-30,2685.0,"398,81",29,92.58620689655173,35
2968_GE,2020-07-01,2020-07-31,2816.0,"416,22",30,93.86666666666666,35
2968_GE,2020-08-01,2020-08-31,2862.0,"421,69",30,95.4,35
2968_GE,2020-09-01,2020-09-30,2753.0,"406,11",29,94.93103448275862,35
2968_GE,2020-10-01,2020-10-31,2840.0,"419,09",30,94.66666666666667,35
2968_GE,2020-11-01,2020-11-30,2725.0,"378,21",29,93.96551724137932,35
2969_GE,2018-01-01,2018-03-31,7158.0,"917,19",89,80.42696629213484,11
2969_GE,2018-04-01,2018-06-30,7333.0,"937,68",90,81.47777777777777,11
2969_GE,2018-07-01,2018-09-30,7694.0,"979,94",91,84.54945054945055,11
2969_GE,2018-10-01,2018-12-31,6997.0,"898,35",91,76.89010989010988,11
2969_GE,2019-01-01,2019-03-31,7406.0,"997,68",89,83.21348314606742,11
2969_GE,2019-04-01,2019-06-30,7531.0,"1 013,18",90,83.67777777777778,11
2969_GE,2019-07-01,2019-09-30,7867.0,"1 054,78",91,86.45054945054945,11
2969_GE,2019-10-01,2019-12-31,7404.0,"997,37",91,81.36263736263736,11
2969_GE,2020-01-01,2020-03-31,7077.0,"956,88",90,78.63333333333334,11
2969_GE,2020-04-01,2020-06-30,7293.0,"983,60",90,81.03333333333333,11
2969_GE,2020-07-01,2020-09-30,7917.0,"1 061,05",91,87.0,11
2970_GE,2018-01-01,2018-01-31,1604.0,"193,42",30,53.46666666666667,35
2970_GE,2018-02-01,2018-02-28,1679.0,"200,53",27,62.18518518518518,35
2970_GE,2018-03-01,2018-03-31,1603.0,"193,32",30,53.43333333333333,35
2970_GE,2018-04-01,2018-04-30,1083.0,"143,93",29,37.3448275862069,35
2970_GE,2018-05-01,2018-05-31,1134.0,"148,77",30,37.8,35
2970_GE,2018-06-01,2018-06-30,1104.0,"146,01",29,38.06896551724138,35
2970_GE,2018-07-01,2018-07-31,1172.0,"152,51",30,39.06666666666667,35
2970_GE,2018-08-01,2018-08-31,1170.0,"152,31",30,39.0,35
2970_GE,2018-09-01,2018-09-30,1094.0,"145,96",29,37.724137931034484,35
2970_GE,2018-10-01,2018-10-31,1109.0,"147,35",30,36.96666666666667,35
2970_GE,2018-11-01,2018-11-30,1082.0,"144,76",29,37.310344827586206,35
2970_GE,2018-12-01,2018-12-31,1143.0,"150,64",30,38.1,35
2970_GE,2019-01-01,2019-01-31,1162.0,"167,50",30,38.733333333333334,35
2970_GE,2019-02-01,2019-02-28,1020.0,"152,21",27,37.77777777777778,35
2970_GE,2019-03-01,2019-03-31,1111.0,"161,99",30,37.03333333333333,35
2970_GE,2019-04-01,2019-04-30,1068.0,"157,38",29,36.827586206896555,35
2970_GE,2019-05-01,2019-05-31,1106.0,"161,43",30,36.86666666666667,35
2970_GE,2019-06-01,2019-06-30,1123.0,"163,34",29,38.724137931034484,35
2970_GE,2019-07-01,2019-07-31,1140.0,"165,14",30,38.0,35
2970_GE,2019-08-01,2019-08-31,1144.0,"165,59",30,38.13333333333333,35
2970_GE,2019-09-01,2019-09-30,1099.0,"160,75",29,37.89655172413793,35
2970_GE,2019-10-01,2019-10-31,1141.0,"165,25",30,38.03333333333333,35
2970_GE,2019-11-01,2019-11-30,1109.0,"161,77",29,38.241379310344826,35
2970_GE,2019-12-01,2019-12-31,1413.0,"194,70",30,47.1,35
2970_GE,2020-01-01,2020-01-31,1533.0,"203,65",30,51.1,35
2970_GE,2020-02-01,2020-02-29,1263.0,"175,49",28,45.107142857142854,35
2970_GE,2020-03-01,2020-03-31,1286.0,"177,99",30,42.86666666666667,35
2970_GE,2020-04-01,2020-04-30,1087.0,"157,19",29,37.48275862068966,35
2970_GE,2020-05-01,2020-05-31,1107.0,"159,25",30,36.9,35
2970_GE,2020-06-01,2020-06-30,1084.0,"156,87",29,37.37931034482759,35
2970_GE,2020-07-01,2020-07-31,1107.0,"159,25",30,36.9,35
2970_GE,2020-08-01,2020-08-31,617.0,"108,25",30,20.566666666666666,35
2970_GE,2020-09-01,2020-09-30,483.0,"94,28",29,16.655172413793103,35
2970_GE,2020-10-01,2020-10-31,489.0,"94,93",30,16.3,35
2970_GE,2020-11-01,2020-11-30,454.0,"47,32",29,15.655172413793103,35
2971_GE,2018-01-01,2018-01-31,3750.0,"393,49",30,125.0,35
2971_GE,2018-02-01,2018-02-28,3390.0,"363,10",27,125.55555555555556,35
2971_GE,2018-03-01,2018-03-31,3757.0,"394,10",30,125.23333333333333,35
2971_GE,2018-04-01,2018-04-30,3591.0,"380,11",29,123.82758620689656,35
2971_GE,2018-05-01,2018-05-31,3725.0,"391,50",30,124.16666666666667,35
2971_GE,2018-06-01,2018-06-30,3644.0,"384,72",29,125.65517241379311,35
2971_GE,2018-07-01,2018-07-31,3770.0,"395,61",30,125.66666666666667,35
2971_GE,2018-08-01,2018-08-31,3853.0,"402,72",30,128.43333333333334,35
2971_GE,2018-09-01,2018-09-30,3647.0,"388,04",29,125.75862068965517,35
2971_GE,2018-10-01,2018-10-31,3806.0,"401,50",30,126.86666666666666,35
2971_GE,2018-11-01,2018-11-30,3668.0,"389,79",29,126.48275862068965,35
2971_GE,2018-12-01,2018-12-31,3775.0,"398,86",30,125.83333333333333,35
2971_GE,2019-01-01,2019-01-31,3777.0,"393,74",30,125.9,35
2971_GE,2019-02-01,2019-02-28,3373.0,"360,81",27,124.92592592592592,35
2971_GE,2019-03-01,2019-03-31,3714.0,"388,67",30,123.8,35
2971_GE,2019-04-01,2019-04-30,3654.0,"383,76",29,126.0,35
2971_GE,2019-05-01,2019-05-31,3791.0,"394,95",30,126.36666666666666,35
2971_GE,2019-06-01,2019-06-30,3865.0,"401,14",29,133.27586206896552,35
2971_GE,2019-07-01,2019-07-31,3975.0,"409,97",30,132.5,35
2971_GE,2019-08-01,2019-08-31,3990.0,"411,26",30,133.0,35
2971_GE,2019-09-01,2019-09-30,3793.0,"395,03",29,130.79310344827587,35
2971_GE,2019-10-01,2019-10-31,3961.0,"450,30",30,132.03333333333333,35
2971_GE,2019-11-01,2019-11-30,3850.0,"439,89",29,132.75862068965517,35
2971_GE,2019-12-01,2019-12-31,3892.0,"444,45",30,129.73333333333332,35
2971_GE,2020-01-01,2020-01-31,3880.0,"528,95",30,129.33333333333334,35
2971_GE,2020-02-01,2020-02-29,3580.0,"495,62",28,127.85714285714286,35
2971_GE,2020-03-01,2020-03-31,3904.0,"532,48",30,130.13333333333333,35
2971_GE,2020-04-01,2020-04-30,3779.0,"517,24",29,130.31034482758622,35
2971_GE,2020-05-01,2020-05-31,3911.0,"532,12",30,130.36666666666667,35
2971_GE,2020-06-01,2020-06-30,3888.0,"527,86",29,134.06896551724137,35
2971_GE,2020-07-01,2020-07-31,4065.0,"547,12",30,135.5,35
2971_GE,2020-08-01,2020-08-31,4135.0,"554,02",30,137.83333333333334,35
2971_GE,2020-09-01,2020-09-30,3929.0,"531,62",29,135.48275862068965,35
2971_GE,2020-10-01,2020-10-31,4132.0,"553,81",30,137.73333333333332,35
2971_GE,2020-11-01,2020-11-30,3949.0,"404,44",29,136.17241379310346,35
2972_GE,2018-01-01,2018-10-15,13703.0,"1 586,97",287,47.745644599303134,3
2972_GE,2018-10-16,2018-12-31,3848.0,"445,96",76,50.63157894736842,3
2972_GE,2019-01-01,2019-12-31,27695.0,"3 036,02",364,76.08516483516483,3
2974_GE,2018-01-01,2018-12-31,13329.0,"1 827,88",364,36.61813186813187,2
2974_GE,2019-01-01,2019-12-31,13974.0,"1 760,57",364,38.39010989010989,2
2975_GE,2018-01-01,2018-01-31,9891.0,"1 261,23",30,329.7,35
2975_GE,2018-02-01,2018-02-28,9061.0,"1 157,44",27,335.5925925925926,35
2975_GE,2018-03-01,2018-03-31,10168.0,"1 297,04",30,338.93333333333334,35
2975_GE,2018-04-01,2018-04-30,10450.0,"1 334,23",29,360.3448275862069,35
2975_GE,2018-05-01,2018-05-31,11298.0,"1 441,59",30,376.6,35
2975_GE,2018-06-01,2018-06-30,11384.0,"1 451,29",29,392.55172413793105,35
2975_GE,2018-07-01,2018-07-31,11887.0,"1 524,05",30,396.23333333333335,35
2975_GE,2018-08-01,2018-08-31,11882.0,"1 517,65",30,396.06666666666666,35
2975_GE,2018-09-01,2018-09-30,11114.0,"1 423,74",29,383.2413793103448,35
2975_GE,2018-10-01,2018-10-31,11516.0,"1 472,30",30,383.8666666666667,35
2975_GE,2018-11-01,2018-11-30,11116.0,"1 424,85",29,383.3103448275862,35
2975_GE,2018-12-01,2018-12-31,11051.0,"1 415,88",30,368.3666666666667,35
2975_GE,2019-01-01,2019-01-31,11040.0,"1 346,69",30,368.0,35
2975_GE,2019-02-01,2019-02-28,10437.0,"1 275,47",27,386.55555555555554,35
2975_GE,2019-03-01,2019-03-31,10827.0,"1 332,15",30,360.9,35
2975_GE,2019-04-01,2019-04-30,10573.0,"1 292,02",29,364.58620689655174,35
2975_GE,2019-05-01,2019-05-31,10880.0,"1 328,48",30,362.6666666666667,35
2975_GE,2019-06-01,2019-06-30,11616.0,"1 420,48",29,400.55172413793105,35
2975_GE,2019-07-01,2019-07-31,11896.0,"1 451,76",30,396.53333333333336,35
2975_GE,2019-08-01,2019-08-31,11962.0,"1 460,39",30,398.73333333333335,35
2975_GE,2019-09-01,2019-09-30,11105.0,"1 357,13",29,382.9310344827586,35
2975_GE,2019-10-01,2019-10-31,11233.0,"1 373,22",30,374.43333333333334,35
2975_GE,2019-11-01,2019-11-30,10398.0,"1 267,04",29,358.55172413793105,35
2975_GE,2019-12-01,2019-12-31,10364.0,"1 264,02",30,345.46666666666664,35
2975_GE,2020-01-01,2020-01-31,10391.0,"1 461,64",30,346.3666666666667,35
2975_GE,2020-02-01,2020-02-29,10303.0,"1 449,97",28,367.9642857142857,35
2975_GE,2020-03-01,2020-03-31,11254.0,"1 584,94",30,375.1333333333333,35
2975_GE,2020-04-01,2020-04-30,11030.0,"1 550,26",29,380.3448275862069,35
2975_GE,2020-05-01,2020-05-31,11772.0,"1 652,34",30,392.4,35
2975_GE,2020-06-01,2020-06-30,12189.0,"1 709,14",29,420.3103448275862,35
2975_GE,2020-07-01,2020-07-31,12803.0,"1 793,72",30,426.76666666666665,35
2975_GE,2020-08-01,2020-08-31,13110.0,"1 834,52",30,437.0,35
2975_GE,2020-09-01,2020-09-30,12218.0,"1 710,39",29,421.3103448275862,35
2975_GE,2020-10-01,2020-10-31,12157.0,"1 737,37",30,405.23333333333335,35
2975_GE,2020-11-01,2020-11-30,11276.0,"1 557,56",29,388.82758620689657,35
2976_GE,2018-01-01,2018-12-31,13475.0,"1 662,33",364,37.01923076923077,3
2976_GE,2019-01-01,2019-08-22,13468.0,"1 543,03",233,57.802575107296136,3
2976_GE,2019-08-23,2019-12-31,6986.0,"806,52",130,53.738461538461536,3
2977_GE,2018-01-01,2018-12-31,7954.0,"1 248,76",364,21.85164835164835,2
2977_GE,2019-01-01,2019-12-31,8750.0,"1 460,87",364,24.03846153846154,2
2978_GE,2018-01-01,2018-12-31,26415.0,"3 608,34",364,72.56868131868131,13
2978_GE,2019-01-01,2019-12-31,29820.0,"4 051,78",364,81.92307692307692,13
2978_GE,2020-01-01,2020-01-31,2613.0,"371,82",30,87.1,13
2978_GE,2020-02-01,2020-02-29,2363.0,"337,55",28,84.39285714285714,13
2978_GE,2020-03-01,2020-03-31,2610.0,"374,22",30,87.0,13
2978_GE,2020-04-01,2020-04-30,2579.0,"369,31",29,88.93103448275862,13
2978_GE,2020-05-01,2020-05-31,2664.0,"380,07",30,88.8,13
2978_GE,2020-06-01,2020-06-30,2662.0,"379,62",29,91.79310344827586,13
2978_GE,2020-07-01,2020-07-31,2770.0,"394,62",30,92.33333333333333,13
2978_GE,2020-08-01,2020-08-31,2823.0,"401,28",30,94.1,13
2978_GE,2020-09-01,2020-09-30,2683.0,"382,03",29,92.51724137931035,13
2978_GE,2020-10-01,2020-10-31,2731.0,"388,43",30,91.03333333333333,13
2978_GE,2020-11-01,2020-11-30,2639.0,"365,57",29,91.0,13
2979_GE,2018-01-01,2018-03-12,0.0,"63,08",70,0.0,4
2979_GE,2018-03-13,2018-06-22,9974.0,"1 128,10",101,98.75247524752476,4
2979_GE,2018-06-23,2018-12-31,19329.0,"2 191,54",191,101.19895287958116,4
2979_GE,2019-01-01,2019-12-31,36410.0,"4 047,93",364,100.02747252747253,4
2980_GE,2018-01-01,2018-05-20,9892.0,"1 153,96",139,71.16546762589928,3
2980_GE,2018-05-21,2018-12-31,16264.0,"1 897,71",224,72.60714285714286,3
2980_GE,2019-01-01,2019-12-31,27893.0,"3 175,21",364,76.62912087912088,3
2981_GE,2018-01-01,2018-09-30,6614.0,"1 013,01",272,24.316176470588236,27
2981_GE,2018-10-01,2018-10-31,740.0,"113,79",30,24.666666666666668,27
2981_GE,2018-11-01,2018-11-30,710.0,"110,15",29,24.482758620689655,27
2981_GE,2018-12-01,2018-12-31,729.0,"95,66",30,24.3,27
2981_GE,2019-01-01,2019-01-31,731.0,"104,96",30,24.366666666666667,27
2981_GE,2019-02-01,2019-02-28,662.0,"95,74",27,24.51851851851852,27
2981_GE,2019-03-01,2019-03-31,728.0,"104,56",30,24.266666666666666,27
2981_GE,2019-04-01,2019-04-30,714.0,"102,69",29,24.620689655172413,27
2981_GE,2019-05-01,2019-05-31,737.0,"105,76",30,24.566666666666666,27
2981_GE,2019-06-01,2019-06-30,747.0,"107,10",29,25.75862068965517,27
2981_GE,2019-07-01,2019-07-31,757.0,"108,44",30,25.233333333333334,27
2981_GE,2019-08-01,2019-08-31,763.0,"109,24",30,25.433333333333334,27
2981_GE,2019-09-01,2019-09-30,719.0,"103,36",29,24.79310344827586,27
2981_GE,2019-10-01,2019-10-31,738.0,"105,90",30,24.6,27
2981_GE,2019-11-01,2019-11-30,710.0,"102,16",29,24.482758620689655,27
2981_GE,2019-12-01,2019-12-31,733.0,"105,23",30,24.433333333333334,27
2981_GE,2020-01-01,2020-01-31,732.0,"105,14",30,24.4,27
2981_GE,2020-02-01,2020-02-29,684.0,"98,78",28,24.428571428571427,27
2981_GE,2020-03-01,2020-03-31,733.0,"105,27",30,24.433333333333334,27
2981_GE,2020-04-01,2020-04-30,719.0,"103,42",29,24.79310344827586,27
2981_GE,2020-05-01,2020-05-31,746.0,"107,00",30,24.866666666666667,27
2981_GE,2020-06-01,2020-06-30,736.0,"105,67",29,25.379310344827587,27
2981_GE,2020-07-01,2020-07-31,757.0,"108,45",30,25.233333333333334,27
2981_GE,2020-08-01,2020-08-31,807.0,"115,08",30,26.9,27
2981_GE,2020-09-01,2020-09-30,789.0,"112,69",29,27.20689655172414,27
2981_GE,2020-10-01,2020-10-31,814.0,"116,00",30,27.133333333333333,27
2981_GE,2020-11-01,2020-11-30,782.0,"111,76",29,26.96551724137931,27
2982_GE,2018-01-01,2018-12-31,17557.0,"2 481,07",364,48.23351648351648,2
2982_GE,2019-01-01,2019-12-31,22684.0,"3 031,17",364,62.31868131868132,2
2984_GE,2018-01-01,2018-10-01,15291.0,"1 744,73",273,56.010989010989015,3
2984_GE,2018-10-02,2018-12-31,5089.0,"583,85",90,56.544444444444444,3
2984_GE,2019-01-01,2019-12-31,20542.0,"2 303,07",364,56.434065934065934,3
2985_GE,2018-01-01,2018-12-31,10304.0,"1 532,43",364,28.307692307692307,24
2985_GE,2019-01-01,2019-01-31,861.0,"139,82",30,28.7,24
2985_GE,2019-02-01,2019-02-28,778.0,"128,26",27,28.814814814814813,24
2985_GE,2019-03-01,2019-03-31,868.0,"122,06",30,28.933333333333334,24
2985_GE,2019-04-01,2019-04-30,855.0,"120,32",29,29.482758620689655,24
